Name,City,Price,Rating,Stars,Reviews,Location,Cleanliness,staff,Comfort,Value for Money,Facilities,Wifi,Closest attraction dist,Closest transportation,Closest airport,payment methods,Number of languages,Allowing pets
Henn na  New York,New-York,1150.0,8.5,4,1431.0,9.3,9.0,8.8,9.0,8.3,8.3,8.6,1.3,0.15,10.0,5.0,4,False
The Maritime ,New-York,1280.0,8.8,4,525.0,9.6,9.1,9.3,9.2,8.4,8.6,8.7,1.3,0.3,12.0,6.0,1,True
INNSIDE by Melià New York Nomad,New-York,1280.0,8.3,4,648.0,9.0,8.7,8.9,8.7,7.8,8.5,8.6,1.2,0.15,11.0,6.0,2,True
The Marlton ,New-York,1314.0,8.3,4,655.0,9.6,8.8,8.6,8.6,7.7,8.3,9.3,1.2,0.3,12.0,5.0,3,True
"Holiday Inn New York City - Times Square, an IHG ",New-York,1249.0,7.5,3,1839.0,8.6,8.0,8.3,8.0,7.7,7.6,10.0,1.3,0.25,10.0,7.0,3,False
"Holiday Inn Wall Street, an IHG ",New-York,853.0,6.9,3,417.0,8.5,7.5,7.9,7.5,7.0,6.9,7.0,0.55,0.2,14.0,5.0,1,False
Sanctuary  New York,New-York,1028.0,7.9,4,745.0,9.5,8.4,8.8,8.4,7.7,7.8,7.9,1.1,0.2,10.0,4.0,7,True
The Mercer,New-York,2757.0,8.3,5,112.0,9.7,8.9,8.9,8.8,7.2,8.1,8.3,1.9,0.1,12.0,5.0,3,True
Sohotel,New-York,1092.0,7.9,4,895.0,8.9,8.1,8.6,8.3,7.5,7.7,8.237620578778145,1.7,0.1,12.0,5.0,7,False
New York Marriott Downtown,New-York,1630.0,8.3,4,527.0,9.1,8.8,8.5,8.7,8.2,8.4,6.2,1.7,0.25,14.0,7.0,5,False
Hyatt Centric Times Square New York,New-York,1495.0,8.5,4,743.0,9.5,9.0,8.8,9.0,7.7,8.5,8.6,0.95,0.3,10.0,7.0,5,False
Fitzpatrick Grand Central,New-York,1276.0,8.2,4,402.0,9.4,8.7,9.2,8.6,7.9,8.0,8.237620578778145,1.1,0.2,9.0,3.0,1,False
Hilton Garden Inn New York Central Park South-Midtown West,New-York,1261.0,7.1,4,5368.0,9.0,7.5,7.6,7.6,7.0,7.1,6.9,0.8,0.15,9.0,7.0,3,True
"Holiday Inn Express - Times Square, an IHG ",New-York,750.0,6.5,3,2636.0,8.4,6.7,7.7,6.8,6.5,6.5,7.6,1.1,0.3,10.0,4.0,2,False
Bryant Park ,New-York,1439.0,8.7,4,821.0,9.8,9.1,9.1,9.1,8.1,8.4,9.0,0.8,0.15,10.0,3.0,5,False
Moderne ,New-York,964.0,7.9,4,543.0,9.5,8.0,8.8,8.2,7.8,7.6,8.3,0.85,0.25,9.0,3.0,5,False
Midtown Convention Center  NYC,New-York,791.0,5.5,3,1020.0,7.8,5.9,6.6,5.9,6.3,5.4,6.2,1.4,0.3,11.0,4.0,1,False
The Gallivant Times Square,New-York,864.0,6.6,4,4146.0,9.2,6.9,7.3,7.1,6.9,6.4,6.9,1.4,0.2,10.0,6.0,4,True
Homewood Suites Midtown Manhattan Times Square South,New-York,1113.0,8.2,3,2893.0,8.7,8.3,8.7,8.4,8.1,8.4,7.0,1.4,0.25,10.0,7.0,4,True
Fitzpatrick Manhattan,New-York,1332.0,8.2,4,371.0,9.2,8.8,9.0,8.9,8.0,8.2,8.237620578778145,1.2,0.25,8.0,3.0,1,False
Motto by Hilton New York City Chelsea,New-York,1145.0,8.8,4,979.0,9.5,9.1,9.1,9.2,8.3,8.8,8.9,1.1,0.15,11.0,6.0,1,True
Midtown West ,New-York,551.0,5.5,3,1023.0,8.5,5.8,6.5,5.9,6.1,5.4,6.1,1.1,0.15,11.0,4.0,2,False
Fairfield Inn & Suites New York Manhattan/Downtown East,New-York,667.0,8.0,3,311.0,7.9,8.5,8.9,8.5,8.0,8.2,8.8,1.8,0.25,12.0,7.0,3,False
Madison LES ,New-York,615.0,7.4,3,609.0,7.9,8.1,8.0,7.9,7.4,7.5,7.9,1.8,0.3,12.0,4.0,2,False
The Standard - East Village,New-York,1453.0,8.2,4,520.0,9.2,8.6,9.0,8.5,7.5,8.2,7.6,1.5,0.2,11.0,5.0,6,True
The St. Regis New York,New-York,4491.0,8.1,5,69.0,9.6,8.6,8.5,8.9,7.4,8.3,9.0,1.2,0.15,9.0,7.0,6,False
Mandarin Oriental New York,New-York,3884.0,8.6,5,219.0,9.4,9.0,9.0,9.1,7.6,8.6,8.237620578778145,0.95,0.15,9.0,6.0,10,True
 32 32,New-York,910.0,6.9,4,790.0,8.3,7.5,8.0,7.5,7.0,7.0,6.9,1.5,0.15,10.0,4.0,2,False
Residence Inn by Marriott New York Manhattan/ Midtown Eastside,New-York,1904.0,8.4,4,388.0,9.1,8.8,9.0,8.8,8.1,8.4,7.9,1.4,0.25,9.0,7.0,2,True
The Dominick ,New-York,2181.0,8.5,5,637.0,9.2,9.0,8.8,9.1,7.7,8.7,8.1,1.6,0.15,13.0,5.0,5,True
Library  by Library Hotel Collection,New-York,1512.0,8.8,4,224.0,9.6,9.3,9.5,9.1,8.1,8.7,8.237620578778145,1.1,0.15,9.0,5.0,3,False
"Holiday Inn Lower East Side, an IHG ",New-York,1106.0,7.9,4,651.0,8.2,8.4,8.7,8.3,8.0,8.0,8.0,1.7,0.15,12.0,6.0,2,False
The Wall Street Inn,New-York,895.0,8.2,3,821.0,9.1,8.7,8.5,8.8,8.3,8.2,7.9,0.75,0.25,14.0,5.0,6,False
Doxie ,New-York,590.0,6.3,2,372.0,8.5,6.6,7.6,6.6,6.8,6.3,6.9,1.3,0.3,10.0,5.0,3,True
New York EDITION,New-York,3107.0,8.3,5,48.0,9.5,9.0,8.8,9.1,6.9,8.5,8.237620578778145,1.5,0.15,10.0,6.0,1,True
Courtyard New York Manhattan/Times Square,New-York,1058.0,8.2,3,1355.0,9.5,8.4,8.9,8.4,7.7,8.0,8.7,0.9,0.15,10.0,7.0,8,True
Hilton Garden Inn New York Times Square South,New-York,1187.0,8.1,3,2563.0,8.6,8.5,8.6,8.5,7.9,8.2,7.3,1.5,0.25,10.0,6.0,4,True
Equinox  Hudson Yards New York City,New-York,3797.0,9.0,5,287.0,9.2,9.4,9.0,9.5,8.0,9.3,9.6,1.6,0.2,11.0,4.0,3,True
NobleDEN ,New-York,1208.0,9.0,4,1391.0,9.4,9.4,9.3,9.3,8.9,9.0,8.6,1.6,0.3,12.0,5.0,5,False
Mondrian Park Avenue,New-York,1349.0,6.5,4,1103.0,8.4,7.1,7.6,7.3,6.3,6.4,6.4,1.6,0.15,10.0,4.0,1,True
DoubleTree by Hilton New York Midtown Fifth Ave,New-York,1135.0,6.7,4,2857.0,9.3,7.1,7.5,7.3,7.0,6.4,8.237620578778145,0.95,0.2,9.0,4.0,1,False
SpringHill Suites by Marriott New York Midtown Manhattan/Park Ave,New-York,1384.0,8.0,3,44.0,9.2,8.4,9.0,8.5,7.3,7.9,8.8,1.5,0.1,10.0,6.0,1,False
Kixby,New-York,1097.0,8.5,4,109.0,9.2,9.0,9.1,9.0,8.2,8.4,8.9,1.1,0.15,10.0,6.0,2,False
The Washington by LuxUrban,New-York,1037.0,8.1,4,2192.0,9.3,8.6,8.5,8.7,7.9,8.0,8.8,1.7,0.2,14.0,7.0,2,True
The Plaza,New-York,3520.0,8.3,5,298.0,9.6,8.9,8.6,9.0,7.4,8.5,7.9,1.3,0.15,9.0,6.0,12,True
 Hendricks,New-York,1141.0,7.8,4,1575.0,9.2,8.2,8.2,8.3,7.5,7.8,8.0,0.9,0.25,10.0,4.0,2,True
San Carlos  New York,New-York,996.0,8.8,4,1389.0,9.4,9.1,9.4,9.2,8.5,8.6,8.7,1.5,0.1,9.0,5.0,3,False
Radio ,New-York,850.0,8.3,4,318.0,7.3,8.9,9.0,8.9,8.3,8.6,7.8,4.5,0.25,10.0,5.0,1,True
 Mimosa,New-York,759.0,8.5,3,440.0,8.4,8.8,9.6,8.7,8.6,8.2,9.2,1.7,0.3,12.0,4.0,6,False
Thompson Central Park - New York,New-York,2060.0,8.1,5,278.0,9.4,8.5,8.7,8.4,7.4,7.8,7.5,1.4,0.1,9.0,4.0,6,True
Lotte New York Palace,New-York,2289.0,8.3,5,366.0,9.6,8.7,8.8,8.9,7.5,8.2,8.237620578778145,1.4,0.25,9.0,6.0,7,True
The Broome,New-York,1624.0,8.7,4,232.0,9.7,9.1,9.5,9.2,8.1,8.7,9.0,1.6,0.2,12.0,4.0,4,False
Hudson River ,New-York,787.0,5.9,3,739.0,7.9,6.1,7.5,6.2,6.2,5.8,7.3,1.2,0.35,11.0,4.0,2,False
La Quinta by Wyndham New York City Central Park,New-York,2668.0,6.6,3,2721.0,9.0,7.0,7.9,7.0,6.8,6.5,7.4,0.75,0.15,9.0,5.0,3,True
