Name,City,Price,Rating,Stars,Reviews,Location,Cleanliness,staff,Comfort,Value for Money,Facilities,Wifi,Closest attraction dist,Closest transportation,Closest airport,payment methods,Number of languages,Allowing pets
Georgia Tech  and Conference Center,Atlanta,962.0,8.8,4,433.0,9.5,9.3,8.9,9.1,8.4,9.2,9.1,1.5,0.5,14.0,9.0,1.0,False
Canopy By Hilton Atlanta Midtown,Atlanta,657.0,8.4,4,676.0,9.0,8.9,8.9,9.0,8.3,8.8,8.3,1.4,0.45,12.0,5.0,1.0,True
Waldorf Astoria Atlanta Buckhead,Atlanta,1606.0,8.9,5,157.0,9.4,9.4,9.3,9.5,8.4,9.2,8.6,7.0,0.2,7.0,5.0,3.0,True
Renaissance Atlanta Airport Gateway ,Atlanta,910.0,8.7,3,216.0,9.3,9.4,9.2,9.3,8.3,9.0,7.904301075268817,13.0,0.95,2.6,7.0,1.0,False
Hampton Inn & Suites-Atlanta Airport North-I-85,Atlanta,482.0,7.8,3,905.0,8.6,8.3,8.3,8.4,7.9,8.1,7.6,11.0,2.1,2.6,7.0,2.0,False
Hyatt Place Atlanta/Perimeter Center,Atlanta,522.0,8.8,3,1412.0,9.2,9.2,9.1,9.2,8.9,9.0,9.0,10.0,0.03,6.0,5.0,1.0,True
Four Seasons  Atlanta,Atlanta,1676.0,9.1,4,117.0,9.4,9.5,9.4,9.4,8.4,9.3,8.5,1.2,0.35,13.0,5.0,4.0,True
"Motel 6-Atlanta, GA - Virginia Ave",Atlanta,302.0,5.9,2,1533.0,7.2,6.4,7.1,6.5,6.4,6.2,6.8,12.0,1.7,2.5,4.0,1.0,True
The American  Atlanta Downtown-a Doubletree by Hilton,Atlanta,712.0,7.8,3,2606.0,8.7,8.4,8.5,8.5,7.8,8.1,7.904301075268817,0.55,0.2,14.0,7.0,2.0,False
SpringHill Suites by Marriott Atlanta Buckhead,Atlanta,502.0,8.1,3,1489.0,8.9,8.5,8.7,8.5,8.1,8.4,8.1,7.0,0.5,7.0,7.0,1.0,False
Hampton Inn Atlanta-Northlake,Atlanta,328.0,7.8,3,1207.0,8.6,8.3,8.6,8.2,8.0,8.1,7.7,9.0,6.0,6.0,6.0,1.0,False
Budgetel Inns & Suites - Atlanta Galleria Stadium,Atlanta,240.0,3.9,2,1177.0,6.5,4.7,5.6,4.9,5.0,4.6,5.8,11.0,12.0,16.0,6.0,3.0,False
Hilton Garden Inn Atlanta-Buckhead,Atlanta,392.0,7.7,4,1893.0,8.7,8.3,8.1,8.3,7.8,8.0,10.0,6.0,0.25,7.0,5.0,2.0,False
Homewood Suites Atlanta/Perimeter Center,Atlanta,493.0,8.2,3,1222.0,8.8,8.4,8.7,8.5,8.3,8.4,8.4,10.0,0.7,8.0,6.0,1.0,True
Hyatt Place Atlanta Airport South,Atlanta,414.0,7.3,3,987.0,8.3,7.7,8.3,7.7,7.3,7.5,7.8,14.0,1.7,2.6,7.0,2.0,True
Comfort Inn & Suites Ballpark Area,Atlanta,581.0,6.3,3,318.0,8.1,6.9,8.0,7.0,6.7,6.5,6.8,11.0,12.0,16.0,6.0,1.0,False
Budgetel Inn & Suites Atlanta,Atlanta,252.0,4.4,3,646.0,6.1,5.3,5.5,5.4,5.4,5.0,4.9,12.0,0.8,3.8,5.0,1.0,False
Quality Inn & Suites Atlanta Airport South,Atlanta,265.0,6.9,2,343.0,7.6,7.6,7.6,7.7,7.4,7.2,7.6,0.016,3.4,4.5,5.0,1.0,False
"Home2 Suites By Hilton Atlanta Camp Creek Parkway, Ga",Atlanta,347.0,6.3,3,162.0,8.1,7.3,7.1,7.6,7.1,7.1,7.1,0.015,6.0,8.0,8.0,1.0,True
Element Atlanta Midtown,Atlanta,945.0,8.9,3,61.0,9.5,9.4,9.3,9.6,8.5,9.3,7.5,1.2,0.2,14.0,5.0,1.0,True
Residence Inn by Marriott Atlanta Buckhead,Atlanta,460.0,7.8,3,184.0,8.3,8.2,8.3,8.2,7.7,8.2,2.5,5.0,1.3,8.0,7.0,1.0,True
Hampton Inn & Suites Atlanta Buckhead Place,Atlanta,406.0,8.3,3,1428.0,8.9,8.7,8.7,8.8,8.3,8.6,8.1,6.0,0.6,8.0,7.0,2.0,True
AC  by Marriott Atlanta Buckhead at Phipps Plaza,Atlanta,584.0,8.6,4,318.0,9.3,9.0,9.0,9.0,8.5,8.9,9.2,7.0,0.95,6.0,6.0,1.0,False
Hyatt Regency Suites Atlanta Northwest,Atlanta,646.0,8.0,3,1479.0,8.7,8.4,8.5,8.4,8.0,8.2,7.7,10.0,11.0,16.0,6.0,2.0,True
Atlanta Marriott Suites Midtown,Atlanta,769.0,8.2,4,513.0,8.8,8.6,8.7,8.7,7.9,8.3,7.904301075268817,1.2,0.35,13.0,7.0,1.0,False
DoubleTree by Hilton Atlanta Airport,Atlanta,377.0,6.6,3,436.0,7.8,7.4,7.6,7.5,6.9,7.0,7.9,11.0,2.0,2.9,7.0,1.0,False
"Kimpton - Sylvan , an IHG Hotel",Atlanta,815.0,8.6,4,345.0,9.1,9.2,8.9,9.2,8.4,8.9,9.5,6.0,1.2,8.0,7.0,1.0,True
Sonesta Select Atlanta Midtown Georgia Tech,Atlanta,464.0,7.5,3,917.0,8.4,8.0,8.4,8.1,7.5,7.8,7.7,1.9,0.65,13.0,9.0,2.0,True
Courtyard by Marriott Atlanta Buckhead,Atlanta,429.0,7.7,3,869.0,8.7,8.2,8.5,8.3,7.9,8.1,7.5,6.0,0.3,7.0,7.0,1.0,False
Four Points by Sheraton Atlanta Airport West,Atlanta,491.0,8.0,3,651.0,8.6,8.5,8.5,8.5,8.1,8.4,8.9,14.0,4.5,7.0,7.0,3.0,False
Element Atlanta Buckhead,Atlanta,629.0,8.8,3,336.0,9.3,9.2,9.1,9.3,8.7,9.1,8.8,7.0,0.8,8.0,5.0,1.0,True
Howard Johnson by Wyndham Atlanta Airport,Atlanta,275.0,4.5,3,2962.0,6.5,5.3,6.6,5.4,5.5,5.0,6.4,0.015,2.9,2.8,7.0,2.0,False
"The Whitley, a Luxury Collection , Atlanta Buckhead",Atlanta,1268.0,8.1,5,775.0,9.1,8.9,8.8,8.9,8.1,8.5,7.904301075268817,7.0,0.45,6.0,7.0,2.0,True
Microtel Inn by Wyndham Atlanta Airport,Atlanta,213.0,4.6,1,832.0,6.7,5.4,6.3,5.5,5.5,5.2,6.8,0.015,2.1,3.0,4.0,1.0,False
La Quinta by Wyndham Atlanta Perimeter Medical,Atlanta,343.0,7.3,3,1214.0,8.6,7.8,8.1,7.7,7.7,7.6,7.7,10.0,0.75,7.0,4.0,1.0,True
Atlanta Marriott Perimeter Center,Atlanta,464.0,7.9,4,583.0,8.7,8.3,8.6,8.4,8.1,8.3,7.3,9.0,0.3,6.0,5.0,2.0,False
"Twelve Midtown, Marriott Autograph Collection",Atlanta,924.0,7.8,4,190.0,8.8,8.3,8.6,8.3,7.6,8.1,9.5,1.7,1.1,13.0,5.0,2.0,True
Hilton Atlanta Perimeter Suites,Atlanta,581.0,7.9,3,4212.0,8.7,8.3,8.5,8.2,8.0,8.1,7.904301075268817,9.0,0.7,7.0,6.0,2.0,False
Home2 Suites By Hilton Atlanta Perimeter Center,Atlanta,404.0,8.2,2,439.0,9.0,8.5,8.7,8.6,8.3,8.5,8.0,9.0,0.65,7.0,6.0,1.0,True
Home2 Suites by Hilton Atlanta Airport North,Atlanta,493.0,8.3,3,97.0,8.9,8.7,8.8,8.8,7.9,8.7,9.6,11.0,2.0,2.6,7.0,1.0,True
