Name,City,Price,Rating,Stars,Reviews,Location,Cleanliness,staff,Comfort,Value for Money,Facilities,Wifi,Closest attraction dist,Closest transportation,Closest airport,payment methods,Number of languages,Allowing pets
"Motel 6-Dallas, TX - Market Center",Dallas,227,5.8,2,381,6.7,6.4,7.0,6.4,6.6,6.2,6.7,8,4.2,2.6,4.0,1,True
Quality Inn & Suites Dallas-Cityplace,Dallas,291,6.8,3,250,8.0,7.5,7.6,7.4,7.4,7.2,8.0,3.2,3.5,7,4.0,2,True
Kasa Love Field-Medical District Dallas,Dallas,866,7.8,6,60,8.3,8.1,7.9,8.2,8.0,8.1,8.1,6,1.9,2.6,6.0,1,
Fairfield Inn & Suites by Marriott Dallas Love Field,Dallas,711,8.6,3,135,9.1,9.2,9.1,9.3,8.7,9.0,,11,2.1,4.5,5.0,1,
SpringHill Suites by Marriott Dallas NW Highway at Stemmons / I-35East,Dallas,581,8.0,3,4,8.8,8.8,8.8,8.8,9.4,9.4,,10,2.7,4,7.0,1,False
Extended Stay America Suites - Dallas - Market Center,Dallas,326,6.5,2,80,7.8,7.1,8.2,7.0,7.1,6.7,8.5,6,1.4,4,6.0,1,True
"Studio 6-Dallas, TX - Northwest",Dallas,220,6.9,2,191,7.3,7.3,8.1,7.3,7.2,7.2,8.2,10,2.8,3.8,4.0,1,True
Super 8 by Wyndham Dallas East,Dallas,204,6.6,2,543,7.2,7.1,7.5,7.3,7.0,6.9,6.8,7,10,16,4.0,1,False
SpringHill Suites Dallas Central Expressway,Dallas,450,8.1,3,68,8.6,8.4,8.3,8.7,8.2,8.5,7.5,4.9,3.8,9,6.0,1,False
Comfort Inn Dallas Park Central,Dallas,249,5.8,2,160,6.8,6.6,7.1,6.7,6.4,6.3,6.8,6,6,8,6.0,3,False
Dallas Love Field Inn,Dallas,275,3.7,2,"1,115",5.2,4.8,4.9,4.8,5.0,4.4,5.9,7,3,2.7,4.0,2,True
Homewood Suites by Hilton Dallas-Park Central Area,Dallas,320,6.2,3,217,7.1,7.0,7.6,7.1,6.9,6.8,8.3,6,4,11,7.0,1,True
SpringHill Suites Dallas Addison/Quorum Drive,Dallas,502,8.2,3,569,8.9,8.5,8.6,8.6,8.3,8.4,,11,10,1.6,7.0,1,False
Courtyard by Marriott Dallas Northwest,Dallas,357,6.8,3,85,7.3,7.6,7.9,7.7,7.1,7.0,,11,7,8,7.0,1,False
Sonesta Simply Suites Dallas Richardson,Dallas,581,7.4,3,285,7.9,8.1,7.9,8.1,7.8,7.7,7.0,6,4.5,10,8.0,2,True
"Motel 6-Dallas, TX - Forest Lane",Dallas,301,6.0,2,152,6.7,6.8,6.9,6.7,6.6,6.5,5.0,11,6,8,4.0,1,True
Extended Stay America Suites - Dallas - Coit Road,Dallas,294,7.1,2,64,7.9,7.5,7.4,7.5,7.4,7.3,8.0,4.9,5,9,6.0,1,True
"The Ritz-Carlton, Dallas",Dallas,"2,315",9.1,4,24,9.4,9.6,9.3,9.5,8.0,9.0,,1.5,900,8,7.0,5,True
Days Inn & Suites by Wyndham Dallas,Dallas,210,6.8,2,147,7.6,7.6,7.2,7.6,7.2,7.2,7.5,10,2.8,4,4.0,1,False
The Bishop Arts  By Bluelofts,Dallas,530,7.8,3,63,8.5,8.6,7.6,8.4,7.7,8.0,8.8,3.2,2.9,9,,1,False
Motel 6 Dallas - Fair Park,Dallas,196,5.8,2,397,6.9,6.5,6.5,6.4,6.4,6.2,4.8,7,10,16,4.0,1,True
"Motel 6-Dallas, TX - North - Richardson",Dallas,230,5.7,2,106,6.7,6.1,6.9,6.4,6.5,6.1,7.5,7,6,8,4.0,1,True
Best Western Northwest Inn,Dallas,309,7.5,3,40,7.6,8.4,8.3,8.2,7.8,8.1,10,10,3,3.8,7.0,1,False
