Name,City,Price,Rating,Stars,Reviews,Location,Cleanliness,staff,Comfort,Value for Money,Facilities,Wifi,Closest attraction dist,Closest transportation,Closest airport,payment methods,Number of languages,Allowing pets
Howard Johnson by Wyndham San Diego Sea World,San-Diego,446.0,6.8,2,2641.0,7.8,7.2,7.7,7.3,7.1,6.9,7.5,4.5,1.1,2.4,3.0,2,False
Ramada Suites by Wyndham San Diego,San-Diego,787.0,5.8,3,1771.0,7.6,6.4,7.4,6.4,6.2,6.1,6.8,3.7,3.9,4.5,6.0,2,False
Days Inn by Wyndham San Diego/Downtown/Convention Center,San-Diego,436.0,6.1,2,753.0,7.7,6.8,8.0,6.8,6.6,6.3,6.8,1.4,1.3,3.6,5.0,1,False
Homewood Suites By Hilton San Diego Central,San-Diego,810.0,8.4,3,312.0,8.7,8.7,8.9,8.7,8.6,8.7,8.3,13.0,11.0,22.0,5.0,4,False
California Suites ,San-Diego,399.0,6.9,2,1540.0,7.7,7.3,7.8,7.2,7.3,6.9,7.0,9.0,4.9,11.0,4.0,2,False
Courtyard San Diego Central,San-Diego,770.0,8.1,3,412.0,8.6,8.4,8.7,8.5,7.9,8.3,7.8,8.0,7.0,11.0,7.0,2,False
Lamplighter Inn & Suites at SDSU,San-Diego,704.0,8.4,3,1693.0,8.4,8.8,9.0,8.7,8.6,8.5,8.2,9.0,12.0,13.0,7.0,2,True
Courtyard San Diego Old Town,San-Diego,832.0,8.2,3,424.0,8.9,8.7,8.8,8.7,8.0,8.2,7.9,3.2,0.7,2.0,6.0,2,True
"Inn by the Sea, La Jolla",San-Diego,1027.0,8.3,3,1583.0,9.4,8.6,9.1,8.7,8.2,8.4,8.5,9.0,4.9,15.0,5.0,2,False
The Westin San Diego Gaslamp Quarter,San-Diego,1542.0,8.2,4,259.0,8.9,9.0,8.7,8.9,7.8,8.6,8.118243243243233,1.2,0.65,3.4,7.0,3,True
DoubleTree by Hilton San Diego Downtown,San-Diego,844.0,7.3,3,540.0,8.5,8.0,8.1,8.1,7.1,7.4,5.9,1.3,0.8,2.8,7.0,2,True
Estancia La Jolla  & Spa,San-Diego,1130.0,8.5,4,234.0,9.1,8.8,8.8,8.9,7.5,8.7,9.7,4.2,1.4,18.0,5.0,2,True
Hampton Inn by Hilton San Diego - Kearny Mesa,San-Diego,932.0,8.7,3,843.0,8.7,9.0,9.0,9.0,8.5,8.9,8.1,10.0,7.0,12.0,6.0,1,True
"Candlewood Suites San Diego, an IHG ",San-Diego,987.0,7.6,2,81.0,8.5,8.1,8.3,8.3,8.3,8.2,8.8,3.4,2.4,3.3,7.0,2,True
La Valencia ,San-Diego,2092.0,7.7,4,202.0,9.4,8.3,8.5,8.3,6.8,8.0,8.118243243243233,8.0,4.6,15.0,4.0,3,True
